4	0.1038811207		0.0045599937		-0.0014292002
8	0.0257682800		0.0002691746		-0.0000169277
16	0.0064297915		0.0000166893		-0.0000004768
32	0.0016074181		0.0000004768		-0.0000004768
64	0.0004006624		0.0000007153		0.0000007153
128	0.0001002550		-0.0000001192		-0.0000001192
256	0.0000286102		-0.0000035763		-0.0000036955
512	0.0000121593		-0.0000042915		-0.0000051260
1024	0.0000063181		-0.0000051260		-0.0000042915
