N      Trapezoid 		Simpson    		Boole      

4	1.8961188793		2.0045599937		1.9985707998
8	1.9742317200		2.0002691746		1.9999830723
16	1.9935702085		2.0000166893		1.9999995232
32	1.9983925819		2.0000004768		1.9999995232
64	1.9995993376		2.0000007153		2.0000007153
128	1.9998997450		1.9999998808		1.9999998808
256	1.9999713898		1.9999964237		1.9999963045
512	1.9999878407		1.9999957085		1.9999948740
1024	1.9999936819		1.9999948740		1.9999957085
