nu[0] = 0.000000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[1] = 0.010000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[2] = 0.020000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[3] = 0.030000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[4] = 0.040000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[5] = 0.050000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[6] = 0.060000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[7] = 0.070000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[8] = 0.080000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[9] = 0.090000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[10] = 0.100000
2	 0.000000 
3	 0.000000 
4	 0.000000 
nu[11] = 0.110000
2	 -2.000000 
3	 0.500000 
4	 -0.153846 
nu[12] = 0.120000
2	 -2.000000 
3	 0.500000 
4	 -0.153846 
nu[13] = 0.130000
2	 -1.000000 
3	 -1.000000 
4	 -0.571429 
nu[14] = 0.140000
2	 -1.000000 
3	 -1.000000 
4	 -0.571429 
nu[15] = 0.150000
2	 -1.000000 
3	 -1.000000 
4	 -0.571429 
nu[16] = 0.160000
2	 2.000000 
3	 -0.666667 
4	 -0.600000 
nu[17] = 0.170000
2	 -inf 
3	 -0.000000 
4	 0.500000 
nu[18] = 0.180000
2	 -1.000000 
3	 -0.500000 
4	 0.333333 
nu[19] = 0.190000
2	 1.000000 
3	 -4.000000 
4	 -1.000000 
nu[20] = 0.200000
2	 1.000000 
3	 1.000000 
4	 -1.500000 
nu[21] = 0.210000
2	 1.500000 
3	 -inf 
4	 0.000000 
nu[22] = 0.220000
2	 0.857143 
3	 -1.166667 
4	 -1.200000 
nu[23] = 0.230000
2	 -10.000000 
3	 -0.100000 
4	 -1.666667 
nu[24] = 0.240000
2	 -8.500000 
3	 -2.000000 
4	 0.333333 
nu[25] = 0.250000
2	 2.285714 
3	 -1.400000 
4	 -1.250000 
nu[26] = 0.260000
2	 10.500000 
3	 0.500000 
4	 2.000000 
nu[27] = 0.270000
2	 10.500000 
3	 0.500000 
4	 2.000000 
nu[28] = 0.280000
2	 4.076225 
3	 3.443750 
4	 2.935780 
nu[29] = 0.290000
2	 2.833333 
3	 -inf 
4	 -0.000000 
nu[30] = 0.300000
2	 3.333333 
3	 -6.000000 
4	 -0.333333 
nu[31] = 0.310000
2	 3.942634 
3	 4.511765 
4	 1.650485 
nu[32] = 0.320000
2	 6.000000 
3	 1.666667 
4	 -inf 
nu[33] = 0.330000
2	 4.047725 
3	 4.870270 
4	 6.379310 
nu[34] = 0.340000
2	 4.047725 
3	 4.870270 
4	 6.379310 
nu[35] = 0.350000
2	 3.972426 
3	 3.476038 
4	 7.634146 
nu[36] = 0.360000
2	 3.500000 
3	 -inf 
4	 -0.000000 
nu[37] = 0.370000
2	 2.950000 
3	 -inf 
4	 -0.000000 
nu[38] = 0.380000
2	 3.631579 
3	 6.333333 
4	 1.000000 
nu[39] = 0.390000
2	 4.315790 
3	 2.111111 
4	 -3.000000 
nu[40] = 0.400000
2	 4.051964 
3	 4.668639 
4	 1.836957 
nu[41] = 0.410000
2	 4.051964 
3	 4.668639 
4	 1.836957 
nu[42] = 0.420000
2	 3.833333 
3	 3.333333 
4	 -1.500000 
nu[43] = 0.430000
2	 4.193548 
3	 2.066667 
4	 7.500000 
nu[44] = 0.440000
2	 3.959280 
3	 4.345679 
4	 34.714287 
nu[45] = 0.450000
2	 4.036331 
3	 3.451411 
4	 2.398496 
nu[46] = 0.460000
2	 3.943521 
3	 3.947541 
4	 -7.820513 
nu[47] = 0.470000
2	 4.053945 
3	 4.388692 
4	 4.639344 
nu[48] = 0.480000
2	 3.988781 
3	 4.951852 
4	 1.928571 
nu[49] = 0.490000
2	 4.101238 
3	 3.566234 
4	 385.000000 
nu[50] = 0.500000
2	 4.101238 
3	 3.566234 
4	 385.000000 
nu[51] = 0.510000
2	 3.900374 
3	 4.614943 
4	 1.722772 
nu[52] = 0.520000
2	 4.008526 
3	 3.297189 
4	 49.799999 
nu[53] = 0.530000
2	 3.941847 
3	 3.763948 
4	 3.530303 
nu[54] = 0.540000
2	 4.048045 
3	 3.977778 
4	 1.510067 
nu[55] = 0.550000
2	 3.994775 
3	 4.984375 
4	 8.727273 
nu[56] = 0.560000
2	 4.072523 
3	 3.423077 
4	 2.803921 
nu[57] = 0.570000
2	 3.994247 
3	 4.172000 
4	 -5.319149 
nu[58] = 0.580000
2	 4.107109 
3	 4.306122 
4	 3.450704 
nu[59] = 0.590000
2	 3.991158 
3	 3.287791 
4	 2.819672 
nu[60] = 0.600000
2	 3.903494 
3	 3.993356 
4	 -7.000000 
nu[61] = 0.610000
2	 4.022333 
3	 4.057047 
4	 2.838095 
nu[62] = 0.620000
2	 3.945925 
3	 4.477193 
4	 1.574586 
nu[63] = 0.630000
2	 4.069876 
3	 3.558011 
4	 -20.111111 
nu[64] = 0.640000
2	 3.989676 
3	 3.964912 
4	 9.000000 
nu[65] = 0.650000
2	 4.094118 
3	 3.908046 
4	 1.539823 
nu[66] = 0.660000
