single precision
j = 42, y = 1.00000000000022737368e+00 eps_dbl = 2.27373675443232059479e-13
j = 43, y = 1.00000000000011368684e+00 eps_dbl = 1.13686837721616029739e-13
j = 44, y = 1.00000000000005684342e+00 eps_dbl = 5.68434188608080148697e-14
j = 45, y = 1.00000000000002842171e+00 eps_dbl = 2.84217094304040074348e-14
j = 46, y = 1.00000000000001421085e+00 eps_dbl = 1.42108547152020037174e-14
j = 47, y = 1.00000000000000710543e+00 eps_dbl = 7.10542735760100185871e-15
j = 48, y = 1.00000000000000355271e+00 eps_dbl = 3.55271367880050092936e-15
j = 49, y = 1.00000000000000177636e+00 eps_dbl = 1.77635683940025046468e-15
j = 50, y = 1.00000000000000088818e+00 eps_dbl = 8.88178419700125232339e-16
j = 51, y = 1.00000000000000044409e+00 eps_dbl = 4.44089209850062616169e-16
j = 52, y = 1.00000000000000022204e+00 eps_dbl = 2.22044604925031308085e-16
j = 53, y = 1.00000000000000000000e+00 eps_dbl = 1.11022302462515654042e-16
